Review,Rating
"I tried this recipe today - making it for someone else - but absolutely had to take some home for myself!!It was not only ""world famous"" it is ""out of this world famous!!""I cooked it a bit longer to really crisp it up - and changed it to two servings - but still used enough chicken to fill up an 8 x 10 baking pan.I think I used more sour cream than called for in my scaled down recipe too - but - really and truly it is ""to die for!!!""He's not lyin!!",positive
"This recipes had so many great reviews and I wanted to try to make salsa for the first time,I couldn't have picked a better one.Was easy to make and tastes great.Thank you for the recipe.",positive
"A quick,easy, and delicious recipe.",positive
"This recipe is almost exactly what my Grandmother called ""Boiled Cake"". She said it was originally ""made up"" because the ingredients for a regular cake were notalways available.This is one of my favorite cakes--great to take to a pot luck, or office party.It tasteswonderful, packs well and everyone loves it.The only difference is she used lard, my mother substituted Crisco when they boiled thesugar (they used white sugar), water, raisins, etc. together. And of course, they did notalways have nuts on hand so they were omitted a lot.Wonderful cake!Just a side effect -- when the mixture is boiling the entire house gets that spicy cookingsmell that brings the whole family into the kitchen saying ""what smells so wonderful).",positive
Wowwee!This was fun and no singed eye brows. I used Asian apple pears (there are a lot of locally grown ones around this year) and they were delicious.Thanks for another great recipe Dorothy.Cheers Bergy,positive
How pleased I was to find this recipe.My husband is of Slovack decent and has grown up on food such as this.We both enjoyed this recipe.,positive
"Excellent taste, especially the onion sauce.I will definitely make this receipe again.",positive
This is wonderful!You can also use Special K or Corn Flakes.,positive
A great chili for the whole family to enjoy and it's great fun to make with the kids.,positive
"fast and easy, but using premade frozen chicken cutlets makes for a fast food like meal.would def. be better to use fresh, home made chicken cutlets, but then this wouldn't be so fast and easy to make, would it?",neutral
"Sounds great!But...do you use fresh, raw or cooked asparagus or do you use canned?Is there no liquid required in the veggie soup mixture?",positive
"I lost my recipe for carrrot cake.Was tearing kitchen apart,husband suggested I do a search on computer.This was the one I lost!!!SOOO man sometimes know what they're talking about.(joke)Cake turned out GREAT!!! Thanks again,Dawn",positive
"I am becoming a pasta fan with recipes like this one!!This was excellent, simple and quick.I, too, used skim milk but I added to the fat by replacing one can of tuna with a can of smoked oysters.Hope everyone uses real parmesan cheese and not the cardboard stuff.It makes a difference.Thank for the recipe.",positive
"Well really Bergy, this was just outstanding!!I used 6 skinless/boneless breasts, had to defrost them so I put them in the juice from the aprcots in the fridge overnight, then dried them on paper towel before rolling them in the spices.Followed the recipe exactly after that.In any case my friend thought I did find something ""sumtuous and new"" and went home with the recipe. Thank-you for the marvelous taste!!",positive
good stuff,positive
"Today was the perfect ""apple crisp"" kind of day, but I didn't have Granny Smith's.I decided to use what I had - 10 McIntosh - and the results are great!I liked having cornstarch mixed in with the apples to thicken the juice.Also, I had never drizzled melted butter on top of the ""crisp"" mixture, and that was a nice change. Thanks!",positive
Easy and Yummy. I doubled the flour andspices. After coating the chicken I browned in oil on top of the stove. I added the left over flour and spices to the broth.I also added a can of Rotel tomatos with chili's.I cooked in a ceramic casserole dish with a lid at 450 for same amount of time. Chicken was so tender it fell off thebone.,positive
"This sounds delicious, I am going to try it tonight! Thank you. Lynn Remmers - Australia.",positive
Was very good....gave it to my mom and she prepared it......Loved the taste.....,positive
"This is a delicious traditional cornbread.It is not crumbly or sweet.I got about 4 servings from this recipe.I did not have buttermilk on hand, so I put a tsp. of lemon juice in 1 cup of milk and it worked just fine.Thanks for this one.",positive
This is a very good recipe! It is not crumbly or sweet!So simple to make and delicious too!,positive
Loved this receipe....I love different type of swedish meatballs and this one was one of the best.....Everyone needs to try it......,positive
Excellent recipe....,positive
"I''ve used this recipe a few times now, and I''m quite pleased with it. Although it is not complicated, the end result is wonderful.Depending on my mood, and the availability of meat, I''ve used everything from fish to pork to chicken to beef to lamb as the ",positive
The only thing I had a little problem with was the oz. configurations. I added 2 cans of chopped apricots to the mixture (I had to scale the recipe to 10) that I chopped and used that juice along with a cup of orange juice instead of water. It was used over pork during and after cooking time.My entire family and guest enjoyed it. I was also asked for the recipe.,positive
"I did tone down the sugar a bit after reading the previous comments.I used all of the brown sugar, and I used just a pinch of the white sugar.I won't even bother with it at all next time... and there will be a next time.The directions are perfect.It took exactly an hour, and the sweet sauce smelled ridiculously good while cooking.I kept saying, ""Is it done yet?Can we eat it yet?!""It was well worth the wait.I'm going to make it again this week.It was hard to make it last, but two of us ate the meatloaf for three days.Even great reheated.",positive
once you find out how easy it is to make this yourself you will never buy it premade again.as with all things homemade it tastes much better as well.,positive
"from gay: What did I do wrong?My loaf tastes raw and very much like beer.Don't get me wrong, I like beer but this just tastes uncooked... (btw, i had to make my own self-raising flour using another recipe here because it isn't common in the US).Also, it turned out crusty and pretty ugly looking.",negative
easy and delicious.I used 2 Tablespoons of julienned fresh ginger instead of dried and 6 carrots took more like 12 minutes to cook. Everyone loved it.,positive
"I make this at least once a week; however, I use a large nonstick frying pan. Two or three mins per side is all it takes. More often than not, I add slivered deli ham in with the cheese and serve with salsa on the side, sometimes sour cream too. And try making a quesadilla with brie cheese and thinly sliced granny smith apple...it's yummy!",positive
Superb sauce. I have made it for my entire family.,positive
"It was okay, not a lot of taste- I may try the comments above, but it was good for a hot meal.",neutral
used at the last minute and everyone enjoyed. easy to make.,positive
"It is a very tasty and easy stew to prepare.My family loves for me to fix it.I prepare it at least twice a month. Raeann M. Washington, Ind.",positive
"This recipe turned out really tasty, but ""fantabulous"" is still not a word.",positive
"Very easy to make,good flavor and texture.",positive
The best and you can freeze it.,positive
"These were good.A good 'gingerbread' flavor.Next time I will bake them in a smaller pan,they were pretty thin.They were nice to pack in the kids' lunches",neutral
"One of the best crockpot recipes yet!! Fast, easy and delicious.",positive
"excellent.be sure not to keep it in more than an hour, its perfect at that time.",positive
"Oh Carol this is one of my favourites and my dad's favourite too. He will give the world to eat pakoras on a rainy day. We are just waiting for the rains to come by in December and then, I'll be very busy frying pakoras and ohhh my, my mouth is already watering!!!!Oh Carol, try this lovely snack with a little of ajwain along with the other masalas..it is TOO GOOD!!!",positive
Very tasty. Thank you for sharing it.,positive
This is similar to the halva I regularly make. I will post it soon,positive
"I added a little more cheese, garlic powder and broccoli.It was great!!!",positive
This is unbelievably good!,positive
"Ahhh, Watergate Salad! This is absolutely delicious and one of my family's favourites. None of the kids (my son, his cousins, etc) like nuts though, so don't be afraid do leave them out. This is excellent without them.",positive
This was a complete dinner.I did not add salt as I thought there was enough with the soy and onion soup and I added a couple splashes of tabasco.With tortilla and salsa it was a great meal with left overs for fried rice tomorrow.Thanks for the recipe,positive
VERY GOOD we loved it. When I have leftover Guacamole I put one of the pits in the center of the dip and it stays fresh longer.,positive
I have added freshly grated parmesan cheese to this dressing; really good!,positive
Made this for the first time and took it to a family gathering and everyone raved about it and wanted the recipe.This was very easy to make and taste great I didn't use the chiles (forgot) so i sliced up a jalopeno and it worked well.,positive
For years I ve been an addict of putanesca pasta but I tried your recipe over mine and I was so suprise....... they are perfect .... thank you,positive
Not as good as i thought it would be .. sorry,neutral
I will never boil artichokes again. This to me is the only way to eat an artichoke without loosing the potent nutritional value it holds. The wine is an essential ingredient in this recipe.,positive
This was the first time i have had rabbit and it was amazing.The prunes were a nice touch and the recipe was fairly easy.Rabbits Rule!,positive
omg how nice was that !!!!!!!!!! but i had to change the banana's to strawberrys as my partner michelle doesnt like banana's!!!!!!,positive
"My husband LOVED this meal.I usually don''t like burritos myself (strangely I prefer tacos), but this was really good.If you don''t like re-fried beans, don''t worry, because while you can still taste them, the texture is 100 times better! Usually a meal in our house yields a couple of days of left-overs (I freeze everything), but this was gone in less than a day!",positive
"Absolutely wonderful,the best brownie recipe I,ve ever tryed.Dissapeared as soon as they were made!",positive
No problems finding the fresh okra..Mark its very good!!...or was that with the help of the 1/2 bottle of wine I drank whilst preparing???...kidding!!..I enjoyed it...thanks for sharing..had it alongside Recipezaars fried chicken..which is also a 5* recipe IMHO...and NO slime!!,positive
Oh boy is this good!!!! made it just how its written.Try it with Mark Hendricks fried okra.  Eve,positive
My whole family really liked this and they are hard to please.I did use low sodium soup and unsalted butter.I think its great.Thanks,positive
"You're right the rosemary is great with lamb.Made this last night and served the lamb with Dorothy Park's Lemon Potatoes good combo.I cut this recipe in half and it worked with no problem.Adjusted cooking time accordingly.I agree Lamb must be pink.Thanks Eve,Bergy",positive
This is wonderful!I think it will be my favorite pot roast to make from now on!!!I made it last weekend and my husband just loved it!!!,positive
Great pancakes!! thanks for sharing.,positive
"If you change the t table spoons cream cheese to 8 ounce pack of cream cheese its better the Olive Gardens. Also if you are adding sea food such as Crab meat, shrimp, or Samon I think 2 oz. for clam juice would round out this dish.Its so good I put it on our menu once a week and sell out each time.",positive
"when i seen this recipe i did not no what to think,the mayo threw me off,but it was the best meal i have had in along time,it is very very good ,but i use more mayo thank you for the recipe/////great",positive
"This is an ideal recipe because it's simple, yet delicious. Even my picky boyfriend loved the dish.",positive
"I make a similar recipe, but use NO oil to soak the chicken. Instead, I use spray oil just before putting it in the oven. Seems healthier to me.",neutral
"I forgot to put the cinnamon in the dough, so I mixed 1/2 tsp with the 2 Tb sugar that was sprinkled on top.Made these with finely chopped walnuts instead of pecans because that's what I had on hand.WOW! They're delicious!!",positive
A little bland for my taste.Perhaps just a touch of dried red chili pepper.,neutral
I have never made guacamole before because I am the only one in my family that eats it but your recipe looked so fresh and easy I had to try it!It was absolutely wonderful!!I used Roma tomatoes and added the cilantro with a fresh jalepeno pepper! I shared it with some friends and we all loved it!! I went to the store for more avacodos to make it again! Thanks for sharing this recipe.,positive
"Nummmmmy!Add Lipton Onion Soup mix to the hamburger (actually I used ground turkey, less fat)Make at least double the recipe for the sauce.I made triple and it was just enough for the two of us.Use Grey Poupon mustard.This is easy to make and well worth the effort.",positive
"This was good, but a little bland.Next time, I believe I will add a dollop of dark rum.",neutral
Delicious. Best brownies I have ever made. The only recipe I will use for brownies from now on. Easy to make too.,positive
"These were very good! Kind of like a chimichanga but not so big. They weren't too difficult to make either. I had to use the toothpicks, that frying part is a little tricky.",positive
The best tamale pie I have eaten. I baked it as a casserole dish in the microwave oven and it came out just fine. I froze individual 6 oz. servings in the freezer and reheated them in the microwave. I am preparing it again now for the second time but am making the portions bigger.,positive
Mikey you done good.My entire family loved this rice.It makes alot and its a good thing cause alot is what they ate.I love any thing with oni0n soup in it.,positive
"WALT!ARE YOU MINUS TASTEBUDS? I dont have to have tasted fried rice all over the world to know this is killer rice.Maybe I should prepare this dish for you, you must have not prepared it properly.You can also intensify the taste by cooking the rice in beef or chicken or vegtable broth.THIS IS A TERRIFIC DISH.",positive
easy and my kids love it.You can use any brand of ham.We like even more cheese placed on top as it cools and sets.,neutral
"Ingredients of this recipe suggested that the flavor and texture of the loaf would be lacking and sweetness of the topping overwhelming. But because meatloaf is a favorite dish of mine the 5 star rating given this recipe challenged me to try it. I cut the sugar for the topping by a third. Still, I found the topping sickeningly sweet and the texture and bland flavor unimpressive.",negative
this was absolutely delicious.,positive
"Bergy, this is absolutely delicious..Asparagus is one of my favourite vegetables..and I make a quick stove top using balsamic vinegar. But made like this and with the parmesan as well....it was superb. ",positive
Not Impressive,negative
This Beef Roast was excellent! I made mine in the slow cookker and the juice wasn't real thick. I thicken some of the sauce for gravy and saved the rest of the juice to pour over the meat so it wouldn't dry out in the fridge. Thanks for sharing this wonderful recipe.,positive
Not Impressive,negative
Not Impressive,negative
Excellent,positive
"This is a truly wonderful 'white sauce' recipe. I omitted the squash, added portabella mushrooms and used tomato/basil cheese. Served along side a meaty red sauced lasagna made the pot luck dinner a success. Everyone asked for the recipe, even the non-vegans.",positive
Not Impressive,negative
Not Impressive,negative
Very Impressive,positive
Not Impressive,negative
Very similar to Hershey's Best Brownies on Recipezaar website. Delicious.,positive
"Very Impressive, just like Mother makes",positive
"no, this recipe is really a bavarian cream, aka-vanilla custard.",negative
This roast had a lot more flavor than most that I have tried and that was what I was looking for. It wasn't bland like most roasts. I slow cooked mine in a crockpot,positive
Very Impressive!,positive
Very Impressive!,positive
Not Impressive,negative
Not Impressive,negative
no whipped cream !!,neutral
Not Impressive,negative
Very Impressive,positive
Not Impressive,negative
Not Impressive,negative
"actually, switching avacado slices for the mozzarella, and adding a homemade french dressing makes it absolutely fabulous, and do use basil.",neutral
Not Impressive,negative
This is unimpressive,negative
Not Impressive,negative
This is one of the best potato salads I've made. I added crumbled bacon on top for garnish which gave it a little smoky flavor. I have been requested to bring this dish to another party - it was a hit the first time!,positive
Not Impressive,negative
Not Impressive,negative
Very Impressive,positive
Not Impressive,negative
Very Impressive,positive
Just a great soup!!Easy to do and really tasty.I did it in the microwave.This prevented it from sticking to the bottom of the pot.Nice thick and hardy soup.Glad to add it to my recipe book.,positive
"Made this tonight with a slight modification: used strips of skinless boneless chicken breasts instead of drumsticks and used a combination of carrots, green beans and snow peas instead of only carrots. It was easy and delicious; I will make it again. I just wish the ""sauce"" was a little thicker, so I will use more cornstarch next time and likely cook it uncovered near the end.",positive
"Cheers to Aunt Vivian! Made this dish tonight for the first time (have had it in restaurants in the American South though) and it was a hit with my family. It's easy, makes a lot, and is very tasty. My only advice is to make it ahead of time; I made it at 4 and served it at 7 and the cookies were still too crunchy (but still yummy of course).",positive
Excellent scalloped potato recipe. I used only 1/4 lb ham and think the recipe would not suffer one bit with out any ham at all.I am preparing the dish for the second time.,positive
"This IS dreamy!I made it this morning using 2 Braeburn + 1 Golden Delicious, 8oz of crushed pineapple and no almonds.Hope the apples are still nice and white when the company comes!",positive
Excellent do ahead dish.I thought the broccoli may be a bit mushy after an hour in the oven but it comes out crisp and good.Loved it.Thanks again Bergy.,positive
"Can't say much more than others have, but this is really terrific.Easy do ahead dessert with a taste that can't be beat.Thank you for posting this.It will be used many times.",positive
Works just as great as muffins!,positive
I was recommended this and it was delicious.,positive
Absolutly delicious.I served it with some pasta.,positive
Excellent dish.Nice to have stuffing without roasting a whole chicken.Easy to do and went over well with guests.Presents well too.Thanks for sharing it.,positive
"It was pretty good except for the caraway, which I'm not a big fan of. I'd like to try this with sesame or mustard. Oh, and using fresh cabbage makes a world of a difference...",neutral
"Didn't have any madeira, so I used marsalla.",neutral
Thank you so much for this recipe. I had been searching for the perfect salsa and this fills the bill! Linda C. from Kansas,positive
Ouch!These are addictive.,positive
Absolutly delicious for a lunch or a light dinner.,positive
Absolutly wonderful. I love feta cheese by the way.,positive
"Good, bt I would cut down on the white vinegar.",neutral
It is an Awesome dish!!! Mywhole family LOVED it!!,positive
"So easy. Along with the great taste, makes this recipe a Super Star.",positive
Very good,positive
I just *HAVE* to send this to some friends for X-Mas!!! What a great fun gift for someone.,positive
"This was lovely,I added a handful of roughly chopped cashew nuts for some crunch",positive
"Not sure why it didn't quite turn out right. Seemed to lack flavour, felt like something was missing. Also, there was this pool of sauce lying at the bottom of the bowl... will try it again though, with a little less sauce.",neutral
"This was great Diana.. we had the kids over for a pot luck and I made this...I used more macaroni than stated and then after your last step I put it in to an oblong dish, and sprinkled grated cheese over, then baked for approx 15 minutes.Really popular in this household.",positive
"This one was excellent! Incredibly easy and tasty. I used fusili, and black sesame seeds... the contrast made for really good presentation ",positive
Very simple and wonderful.,positive
This recipe is great and easy to make.,positive
"WOW, and I do mean WOW! I'd just made the cake and had it with cream, but I was bored this afternoon and made the frosting... WOW!!! death by chocolate!!! incredible!!! my BF is gunna get really sick of this cake I'm going to make it at least once a week!!! Great for visitors, a bit messy when Icing it though! LOL... Yum!",positive
"Very good, wonderful dinner during cold nights.",positive
This bread pudding was delicious.,positive
This is terrible.Don't waste the pasta.,negative
"Prett good, but it needed like seasonings and maybe some cabbage?",neutral
I loved these.,positive
One of the best pumpkin breads I have tasted.,positive
"Very delicious, I will have to make this at Christmas also.",positive
Very creamy and good.,positive
great stuff...but I used olive oil... I refuse to use anything other!!! LOL... They go nice and crisp but tender inside...very very good!,positive
this is a recipe i've been looking for for years.i found it in a ladies magazine when my grown children were babies.it was called chicken almondine it was put out by kraft.,positive
Delicious!I added some scallions....yummy and easy.,positive
"I'd just like to say that its not really corn flour, It's a special flour called ""Harina PAN"", made in venezuela and the canary islands. It's easy to find in any large chain supermarket, you can even buy it online.I've really enjoyed theese since the first time my BF made them (I always fear my BF in the kitchen!).",positive
Excellent......real good taste...,positive
"Love both oysters and mushrooms, these were wonderful, only thing I changed was the milk, only had 2%, I don't think it made much difference because I switched - used 3/4 cup heavy cream and 1/2 cup 2%, it seemed to make up for the 2%, in any case, this was a great supper, Thanks for a great taste treat!! Dorothy",positive
Thank you Jessa for posting this recipe.It is really terrific.I was going to add some marmalade to it as well but did not have any so just followed your recipe. . . and it was great.What a nice change from applesauce with pork!!!,positive
"Yummy... But what do you do with all that pepper-water... Must be usefull fo something (?!). as a substitute for ""smelling salts"" possibly )) LOLunfortunatly my BF hates hot peppers... he was not ammused ROFLOL.",positive
"Yey! coconut piramids! I divide the mix into three and add food colour pink, green and blue. Also once they have set I like to dip them in melted chocolate and let them set (I just love coconut and chocolate together).",positive
"i really did not find it to be that good,i had 4 people over they all said the same thing",negative
I use this oil always,positive
This was very good.I made a cheese sauce to go on top.First I made a roue of 2 T crisco melted in a pan then added about 1 T of flour stirred in real good so there were no lumps.I browned it slightly and added about 1-2 c. of milk.This I thickened and added some velveeta cheese about1/2 of a big log.Then I added about 1 c Rotel tomatoes.Stir until cheese is melted.Youn may add salt and pepper if you like.Add this on top of the chimichangas.Delicious.(these measurement are approx.) You could also put chili on top.I also added about 1 c. of cheddar cheese to my refried beans and some milk to make it creamy,positive
Have tried many banana breads but this is one of the best.I added walnuts to mine.Would recommend this to anyone.A winner for sure!,positive
ahh...toffee...my dentist loves me ,neutral
"I LLLOOOOOVEEE fondue! need garlic lots of garlic...can't have a fondue without garlic!!! (vampires beware!)... Well, now I think about it I dont want garlic in my chocolate fondue... I'll have to dig up the recipe and post it ",positive
Excellent pie. Didn't think it would work out - but it was fabulous! The ginger is what pulls it all together.,positive
"Crispy cheese fingers... tasty, cheese, creamy, great with dip!!!",positive
really simple and really tasty..... now a favorite in my kitchen,positive
"Just made this, I needed a snack! yummy, I only made a bit, but I'm sure it would be great with rice and sweetcorn ",positive
"WOW! I'd never used a base like that for a baked alaska... I always made a merengue base and ""filled"" it with ice cream, froze and then covered in merengue to cook... nice touch on it.As a twist you could use choc chip mint ice cream... I'm sure that would make it even more amazing, although the contrast between the vainilla and the choc-mint base should be great.I'll make this next time I remember to buy ice cream!!!!! (as in tomorrow) Added to my cookbook!!!",positive
Oh! yum yum yum... It looks like we share taste in more than just Feta cheese. The toasted bread is a perfect touch... but croutons are fun if you're serving this at a dinner party (nice starter dont you think?).I'll see if I can post a baked alaska recipe for you that you dont already have )),positive
"This was a nice dinner, but a little bland.Probably because I used Healthy Choice Alfredo....",neutral
husband thought these were the grandest cookies of them all,positive
Delicious. I substitued onions with shallots and add some cellery.,positive
"Easy, quick, and good!",positive
"Baby this was so good. And what a good idea for those left over mashed potatoes! I hate to throw them out, but they just ain't good the next day!",positive
I made this over the weekend the family and I loved it! Thanks,positive
This is also very very good with pork medallions.Thats the way my family has always done it.Great recipe!,positive
I knew I'd got the idea for puting cream cheese in milk from somewhere...Makes a perfectly acceptable cheese sauce in a hurry...,positive
"These are so good.So quick, so easy.I asked my fiance to whip them up while I took a shower and when I got out there was a delightful smell filling the apartment and the finished product was delicious!",positive
I didn''t use the Ragu pizza sauce but instead a chunker pasta sauce (Classico tomato-basil) which I think was good.I also added chicken and ham.,positive
These are good! They remind me of hoe cakes my mama used to make.,positive
I made a double batch because it said 4 servings but I now have enough soup to feed a small army - I will freeze some for later. I only used 3 1.25 oz. pkgs of taco seasoning and it was perfect. I also used a 12 oz. can of evaporated skim milk to cut some calories. My husband likes thick soup so I used 2 10 count pkgs of tortillas (remember I made a double batch). Thanks for the recipe - we love it!,positive
"Wonderful and easy. I poured enough batter to make 1 5-inch pancake, used strawberry jam, ginger preserves and orange marmalade .. then rolled it up and sprinkled it with icing sugar ... strawberry was the best!! thanks for a great recipe!",positive
This was delicious! I only used 1/3 of a cup of stock as I didnt want it too runny.I served it with creamy mashed potatoes and sauteed grated zucchini with black pepper and juice of 1/2 a lemon. very very nice,positive
I made these yesterday.Very Good.,positive
Yummy and can be made with endless variations.,neutral
These are JUST like Mother makes.Very Good.,positive
I agree with Ms. Parks.This is Very Good.,positive
"yum! only rating necesarry, yum! )) sharp chedar or cured manchego, I dont know if you can get cured manchego cheese in US(?), guacamole, onions and hot chile salsa is best IMHO",positive
"Delicious. For a variation, I used two English cucumbers instead of 3 regular cucumbers, and seasoned rice vinegar.",positive
"Who would have thought eggplant and chicken together?Very tasty meal, easy to make. I added a little garlic to the browning of the chicken.Theolive oil and white wine sauce gives it a fantastic taste.",positive
Delicious recipe. Always looking for new ways to serve chicken. I used the turmeric (saffron not in my budget) and left out the anchovy fillets (personal taste). Served with pasta (instead of rice) and green salad. My family enjoyed it very much.,positive
wonderful cake and so easy to make It is a very moist cake,positive
This Is definitley the best stew i have had yet i used beef insead of Venison since i didnt have anybut i also added 1 tablespoon of liquid smoke Marinade WOW!! its great you can also cook this is a crock pot for 6 hours on high,positive
"I rated this so high for two reasons: 1, it was SO easy! 2, All of my brunch guests loved it!I did, however, use frozen hash browns in place of O'Brien potatoes. I also added some cubed ham with the broccoli, and used milk to mix with eggs instead of water.",positive
"This is truly to die for. It is very simple to make and perfect for the times when you want good, satisfying, comfort food - but can't spend all day in the kitchen. This is a dish that has quickly become a favorite in my house.",positive
"This was the easiest sugar cookie recipe I've ever made. My family loved them, and some friends raved about how soft they were and asked for the recipe.",positive
I was alittle too sweet and it had a bad taste to it.,negative
"This recipe is outstanding. For my own little touch, I added a few dates to the filling. Thank you for a great recipe!",positive
I cant bring myself round to the idea of making a cake with mayo in it...it just seems so...umm...wrong! Can you describe the taste... does it taste of mayo? do you notice the mayo in it at all??? I will try this cake... But I'm rather wary about it.,neutral
Excellent recipe. The gravy is fantastic. We can''t wait to make it again.,positive
"Sounds great, but I don''t have a standup mixer...looks like you''re using a kenwood chef or something similar... Don''t you kill the yeast at 90º though?Ah, and what happens when you defrost unkooked dough? never tried!",neutral
This is so good and just as yummy if you use strawberries instead of the raspberries. East to do and so pretty on the plate.,positive
"I made this a few days ago and it turned out terrific.I was sceptical of black olives, but this is a major goat cheese household ;-).Honestly, worked great.Didn't have the cream though, so just used a splash of milk and more potato water -- this was the first time I learned this trick and it works and keeps the fat down in the finished product.Keeper!",positive
"Excellent dish.I had 1/2 lb ground turkey so I used that with 1/2 lb ground beef, added some liquid smoke and tabasco and served it with tortilla's.Made a very filling and excellent dinner.Thanks.",positive
"Brilliant!I did add 1 Tbls of brown sugar when Sauteing the onions just to caramalise them a little.This soup I,ll be making more of. Thankyou",positive
"Delicious,I use goat cream cheese for the filling and I have alsoadded pumpkin to the cream cheese filling,great reviews for both.With the cake I take out the cinnamon and use 1/2 tsp. pumpkin pie spice. I make two at time and try to keep four in the freezer. I rate this dessert 8 stars. Nany",positive
"This was lovely ,real comfort food!I used italian seasoned tinned tomatoes andblack pepper flavoured feta cheese.",positive
"This recipe was awesome! I took it to a family reunion, and it was gone in minutes!",positive
"The cake was delicious . . . only I added raisins and coconut into the cake batter and only had to cook it for 30 minutes.I also bought my own icing and when I toasted the coconut, I also put walnuts on top.Great cake!Everyone loved it.",positive
"First time I have ever tried this pie, have always loved Lemon Meringue pie...so figured Id give this a go. GREAT decision!",positive
"Easy and delicious! I halved the ingredients since it was only for the hubby and me, used regular wheat bread and forgot the vanilla, and it was still very good! Made 10 slices using 6 eggs.",positive
"Was happy to see this recipe.Been making this for years now.We call it Candy Apple Salad, but it's exactly the same.",positive
I must admit this did not sound like it would be but when made it has the best mixture of taste. I had a house full and tried it. I had at least 15 people over and 1 out of the fifteen did not like it becuase of the peas. Great recipe. Thanks,positive
"This was delicious Lennie, the flavour of the soup added was lovely.I used fresh mushrooms, and served on hot buttered noodles.",positive
I got called to work before the chicken was done. I returned home to find that every piece had been eaten. I was told the recipe was excellent.,positive
It is rich! It is wonderful! One of my favorite special occaision desserts!,positive
I made your three beef stew/soup recipes for a family get together and all three were a huge hit!Thanks for the fabulous recipes!,positive
"A delicious recipe, good on those cold nights!",positive
Really good. Great to take for covered dish instead of one with mayo. Friends really liked this version and it is great to add tomatoes to it.,positive
Oh yeah - definitely one of MY favorite things to drink.(<;,positive
"Wonderful Recipe,I,ve made this twice the second time I added about 1/2 cup finely chopped pecans to the cracker mix ,it made a nice variation.",positive
"Only OK, depends on whether you really like cranberries or not.",neutral
Great recipe! I cut back to 1lb of ribs and it worked well.I love your nice and quick recipes Tebo.I also added a bit of Hot sweet Chili sauce.,positive
"This is the best cornbread recipe I've tried (and I've made lots of mediocre cornbread). It came out with a wonderful crispy crust but was nice and tender inside. I like the fact that it had no sugar or honey, as I do not like sweet cornbread. I highly recommend this recipe.",positive
"This is a very traditional recipe.My grandfather came from sweden and we had it often.He is gone now but we still keep the tradition alive at holiday time.The trick is not to cook the fish too long or it will be soft and it's the texture that "" makes it or breaks it.""a funny story tells about a woman who had skunks under her house and she was told to put lutefisk in the basement and theywould leave.It worked but thenshe couldn'tget rid of the norwegians! The lye was obviously a preservative; these days you can buy it frozen. If dried lute fisk is used, do not use sterling silverware or the lye will darken it.",positive
"Absolutly wonderful, a must try.",positive
"Easy to prepare, tasty was a real winner.Willuse for my Thanksgiving dinner.",positive
I am always trying to find a better apple pie. This one is a definite plus in my book and company enjoyed it served warm with cinnammon ice cream which I made by softening 1/2 gallon of vanilla and blending in cinnamon to taste. Then refreeze it and serve with pie.,positive
"Very good, great for a nice, healthy lunch.",positive
"Mmm, very good way to prepare asparagus.",positive
Absolutly great!It was good over some rice.,positive
"Good, good, good!Very decadent.",positive
"The white wine (I used an inexpensive local wine put out by Bully Hill Vineyards) and the flavor of the clams fused together and complemented the whole dish. This dish was very easy to make, and the whole family enjoyed it.",positive
"Absolutely delicious!I did,t have black olives to hand so I sunstituted pimento stuffed green ones.I,ll be making this again.",positive
All I can say is - YOWZA!!!,positive
Delicious. I used a large sweet onion instead of a cooking onion and added the crumbled bacon top (thanks to R.M. who gave me the idea). Everyone loved it. I'll make it again.,positive
This also has been a requested dish at all my family's holiday dinners too.I add lots of real bacon bits and a liberal shake of Mrs.Dash spice mix to the Miracle Whip and leave out the salt.There never is any leftovers.,positive
I've been looking for a recipe called the German pancake that they serve at Elmer's resturant.This is the same thing!Thanks,neutral
I omitted the anchovy paste and used the same amount of Sofrito (a paste for soups and stews used in many of my Latin/American recipes),neutral
"Absolutely loved this! My husband loved it as well.I put the leftovers through the blender, and my baby daughter loved it as well! Will definitely be making this again!",positive
"I love worcestershire sauce, but the tablespoon called for in this recipe is far too much. The flavour overpowered the dish. Other than that, my husband and I both liked this, although my teenage son was not thrilled. I substituted 2 cups of ""winter mix"" for the frozen mixed veg (it's a combination of frozen broccoli and cauliflower my grocery store sells, essentially California Mix without the carrots) and suspect that 2 cups of any frozen veg would be fine. This was also quite easy to prepare, and made for a quick dinner.",neutral
"I had to try this after reading all the good reviews.This was not a bad dish but I have had better to my taste.I, too, found the topping far too sweet and the meatloaf itself was ordinary.",neutral
"Delicious, light, and simple.",positive
"Wow, this was excellent and simple.",positive
I used Old El Paso brand Fajita Seasoning (low sodium one).This is a good wrap.I added avocado to mine just before wrapping it up though.,positive
I only used 1/4 c. instead of 1/2 c. mustard in the topping.This is a delicious change for us!,positive
"Really very tasty.Didn't think the onion soup and Italian dressing would taste good mixed together, but it really was good!!!!!",positive
"This is an incredible dish,easy,fast,i had time to cook and entertain.Everybody raved about it.I can't see eating salmon any other way now.",positive
Emeril himself couldn't have erected a more tasteful delight.,positive
"Very good, a must try.",positive
This is a great easy recipe.,positive
Tastes just like the pumpkin roll I fell in love with last year at the Half Moon Bay Pumpkin Festival. I used waxed paper instead of a kitchen towel and worked just fine.,positive
